field,field,field,field,field
"01011006","1","11","6","And the LORD said, Behold, the people is one, and they have all one language; and this they begin to do: and now nothing will be restrained from them, which they have imagined to do."
"01011007","1","11","7","Come, let us go down, and there confound their language, that they may not understand one another's speech."
"01011008","1","11","8","So the LORD scattered them abroad from thence upon the face of all the earth: and they left off to build the city."
"01011009","1","11","9","Therefore is the name of it called Babel, because the LORD there confounded the language of all the earth: and from thence did the LORD scatter them abroad upon the face of all the earth."
"01011010","1","11","10","These are the generations of Shem: Shem was a hundred years old, and begat Arphaxad two years after the flood:"
"01011011","1","11","11","And Shem lived after he begat Arphaxad five hundred years, and begat sons and daughters."
"01011012","1","11","12","And Arphaxad lived five and thirty years, and begat Salah."
"01011013","1","11","13","And Arphaxad lived after he begat Salah four hundred and three years, and begat sons and daughters."
"01011014","1","11","14","And Salah lived thirty years, and begat Eber:"
"01011015","1","11","15","And Salah lived after he begat Eber four hundred and three years, and begat sons and daughters."
"01011016","1","11","16","And Eber lived four and thirty years, and begat Peleg:"
"01011017","1","11","17","And Eber lived after he begat Peleg four hundred and thirty years, and begat sons and daughters."
"01011018","1","11","18","And Peleg lived thirty years, and begat Reu:"
"01011019","1","11","19","And Peleg lived after he begat Reu two hundred and nine years, and begat sons and daughters."
"01011020","1","11","20","And Reu lived two and thirty years, and begat Serug."
"01011021","1","11","21","And Reu lived after he begat Serug two hundred and seven years, and begat sons and daughters."
"01011022","1","11","22","And Serug lived thirty years, and begat Nahor:"
"01011023","1","11","23","And Serug lived after he begat Nahor two hundred years, and begat sons and daughters."
"01011024","1","11","24","And Nahor lived nine and twenty years, and begat Terah."
"01011025","1","11","25","And Nahor lived after he begat Terah a hundred and nineteen years, and begat sons and daughters."
"01011026","1","11","26","And Terah lived seventy years, and begat Abram, Nahor, and Haran."
"01011027","1","11","27","Now these are the generations of Terah: Terah begat Abram, Nahor, and Haran: and Haran begat Lot."
"01011028","1","11","28","And Haran died before his father Terah, in the land of his nativity, in Ur of the Chaldees."
"01011029","1","11","29","And Abram and Nahor took them wives: the name of Abram's wife was Sarai; and the name of Nahor's wife Milcah, the daughter of Haran, the father of Milcah, and the father of Iscah."
"01011030","1","11","30","But Sarai was barren; she had no child."
"01011031","1","11","31","And Terah took Abram his son, and Lot the son of Haran his son's son, and Sarai his daughter-in-law, his son Abram's wife; and they went forth with them from Ur of the Chaldees, to go into the land of Canaan; and they came to Haran, and dwelt there."
"01011032","1","11","32","And the days of Terah were two hundred and five years: and Terah died in Haran."
"01012001","1","12","1","Now the LORD had said to Abram, Depart from thy country, and from thy kindred, and from thy father's house, to a land that I will show thee:"
"01012002","1","12","2","And I will make of thee a great nation, and I will bless thee, and make thy name great; and thou shalt be a blessing:"
"01012003","1","12","3","And I will bless them that bless thee, and curse him that curseth thee: and in thee shall all families of the earth be blessed."
"01012004","1","12","4","So Abram departed, as the LORD had spoken to him, and Lot went with him: and Abram was seventy and five years old when he departed from Haran."
"01012005","1","12","5","And Abram took Sarai his wife, and Lot his brother's son, and all their substance that they had gathered, and the souls that they had gotten in Haran; and they went to go forth into the land of Canaan; and into the land of Canaan they came."
"01012006","1","12","6","And Abram passed through the land to the place of Sichem, to the plain of Moreh. And the Canaanite was then in the land."
"01012007","1","12","7","And the LORD appeared to Abram, and said, To thy seed will I give this land: and there he erected an altar to the LORD, who appeared to him."
"01012008","1","12","8","And he removed from thence to a mountain on the east of Beth-el, and pitched his tent, having Beth-el on the west, and Hai on the east: and there he erected an altar to the LORD, and called upon the name of the LORD."
"01012009","1","12","9","And Abram journeyed, going on still towards the south."
"01012010","1","12","10","And there was a famine in the land: and Abram went down into Egypt to dwell there; for the famine was grievous in the land."
"01012011","1","12","11","And it came to pass, when he had come near to enter into Egypt, that he said to Sarai his wife, Behold now, I know that thou art a fair woman to look upon:"
"01012012","1","12","12","Therefore it will come to pass, when the Egyptians shall see thee, that they will say, This is his wife: and they will kill me, but they will save thee alive."
"01012013","1","12","13","Say, I pray thee, thou art my sister: that it may be well with me for thy sake; and my soul shall live because of thee."
"01012014","1","12","14","And it came to pass, that when Abram had come into Egypt, the Egyptians beheld the woman that she was very fair."
"01012015","1","12","15","The princes also of Pharaoh saw her, and commended her before Pharaoh: and the woman was taken into Pharaoh's house."
"01012016","1","12","16","And he treated Abram well for her sake: and he had sheep, and oxen, and he-asses, and men-servants, and maid-servants, and she-asses, and camels."
